time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
0,85,7,7,82,4,3,3,7,85,78,85,78,0,7,0,0,threshold_high,16
1,0,0,0,80,2,2,5,7,85,78,78,78,0,0,0,0,threshold_high,16
2,0,0,0,79,1,1,6,7,85,78,78,78,0,0,0,0,threshold_high,16
3,0,0,0,79,1,0,6,7,85,78,78,78,0,0,0,0,threshold_high,16
4,0,0,0,78,0,1,7,7,85,78,78,78,0,0,0,0,threshold_high,16
5,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
6,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
7,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
8,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
9,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
10,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
11,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
12,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
13,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
14,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
15,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
16,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
17,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
18,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
19,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
20,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
21,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
22,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
23,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
24,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
25,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
26,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
27,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
28,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
29,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
30,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
31,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
32,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
33,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
34,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
35,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
36,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
37,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
38,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
39,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
40,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
41,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
42,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
43,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
44,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
45,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
46,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
47,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
48,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
49,0,0,0,78,0,0,7,7,85,78,78,78,0,0,0,0,threshold_high,16
0,96,11,11,92,7,4,4,11,96,85,96,85,0,11,0,0,threshold_high,17
1,0,0,0,87,2,5,9,11,96,85,85,85,0,0,0,0,threshold_high,17
2,0,0,0,85,0,2,11,11,96,85,85,85,0,0,0,0,threshold_high,17
3,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
4,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
5,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
6,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
7,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
8,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
9,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
10,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
11,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
12,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
13,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
14,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
15,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
16,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
17,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
18,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
19,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
20,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
21,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
22,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
23,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
24,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
25,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
26,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
27,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
28,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
29,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
30,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
31,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
32,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
33,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
34,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
35,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
36,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
37,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
38,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
39,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
40,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
41,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
42,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
43,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
44,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
45,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
46,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
47,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
48,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
49,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,threshold_high,17
0,87,2,2,85,0,2,2,2,87,85,87,85,0,2,0,0,threshold_high,18
1,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
2,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
3,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
4,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
5,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
6,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
7,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
8,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
9,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
10,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
11,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
12,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
13,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
14,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
15,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
16,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
17,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
18,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
19,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
20,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
21,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
22,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
23,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
24,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
25,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
26,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
27,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
28,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
29,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
30,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
31,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
32,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
33,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
34,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
35,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
36,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
37,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
38,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
39,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
40,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
41,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
42,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
43,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
44,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
45,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
46,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
47,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
48,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
49,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,threshold_high,18
0,102,7,7,99,4,3,3,7,102,95,102,95,0,7,0,0,threshold_high,19
1,0,1,1,97,3,2,5,8,102,94,95,94,0,1,0,0,threshold_high,19
2,0,0,0,95,1,2,7,8,102,94,94,94,0,0,0,0,threshold_high,19
3,0,0,0,94,0,1,8,8,102,94,94,94,0,0,0,0,threshold_high,19
4,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
5,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
6,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
7,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
8,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
9,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
10,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
11,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
12,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
13,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
14,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
15,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
16,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
17,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
18,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
19,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
20,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
21,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
22,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
23,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
24,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
25,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
26,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
27,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
28,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
29,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
30,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
31,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
32,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
33,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
34,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
35,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
36,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
37,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
38,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
39,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
40,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
41,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
42,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
43,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
44,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
45,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
46,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
47,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
48,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
49,0,0,0,94,0,0,8,8,102,94,94,94,0,0,0,0,threshold_high,19
0,101,7,7,94,0,7,7,7,101,94,101,94,0,7,0,0,new_on,0
1,2,2,2,96,2,0,7,7,103,94,96,94,0,2,0,0,new_on,0
2,3,5,5,93,1,6,13,11,106,92,97,92,0,5,0,0,new_on,0
3,2,2,2,94,2,1,14,13,108,92,94,92,0,2,0,0,new_on,0
4,1,0,0,94,1,1,15,13,109,93,93,93,0,0,0,0,new_on,0
5,2,0,0,96,1,0,15,13,111,95,95,95,0,0,0,0,new_on,0
6,3,2,2,98,2,1,16,14,114,96,98,96,0,2,0,0,new_on,0
7,3,1,1,99,1,2,18,15,117,98,99,98,0,1,0,0,new_on,0
8,1,1,1,100,2,0,18,15,118,98,99,98,0,1,0,0,new_on,0
9,3,0,0,101,0,2,20,15,121,101,101,101,0,0,0,0,new_on,0
10,0,0,0,101,0,0,20,15,121,101,101,101,0,0,0,0,new_on,0
11,3,0,0,104,0,0,20,15,124,104,104,104,0,0,0,0,new_on,0
12,4,1,1,108,1,0,20,15,128,107,108,107,0,1,0,0,new_on,0
13,1,3,3,108,3,1,21,18,129,105,108,105,0,3,0,0,new_on,0
14,2,5,5,108,6,2,23,22,131,102,107,102,0,5,0,0,new_on,0
15,0,4,4,104,6,4,27,26,131,98,102,98,0,4,0,0,new_on,0
16,0,1,1,102,5,2,29,27,131,97,98,97,0,1,0,0,new_on,0
17,2,1,1,98,0,6,35,28,133,98,99,98,0,1,0,0,new_on,0
18,2,0,0,100,0,0,35,28,135,100,100,100,0,0,0,0,new_on,0
19,1,0,0,101,0,0,35,28,136,101,101,101,0,0,0,0,new_on,0
20,2,0,0,103,0,0,35,28,138,103,103,103,0,0,0,0,new_on,0
21,3,0,0,106,0,0,35,28,141,106,106,106,0,0,0,0,new_on,0
22,2,1,1,108,1,0,35,29,143,107,108,107,0,1,0,0,new_on,0
23,2,4,4,108,3,2,37,31,145,105,109,105,0,4,0,0,new_on,0
24,0,3,3,104,2,4,41,34,145,102,105,102,0,3,0,0,new_on,0
25,1,1,1,103,1,2,43,35,146,102,103,102,0,1,0,0,new_on,0
26,0,0,0,103,1,0,43,35,146,102,102,102,0,0,0,0,new_on,0
27,1,0,0,104,1,0,43,35,147,103,103,103,0,0,0,0,new_on,0
28,0,0,0,104,1,0,43,35,147,103,103,103,0,0,0,0,new_on,0
29,1,0,0,104,0,1,44,35,148,104,104,104,0,0,0,0,new_on,0
30,0,0,0,104,0,0,44,35,148,104,104,104,0,0,0,0,new_on,0
31,2,1,1,106,1,0,44,35,150,105,106,105,0,1,0,0,new_on,0
32,1,0,0,107,1,0,44,35,151,106,106,106,0,0,0,0,new_on,0
33,0,0,0,106,0,1,45,35,151,106,106,106,0,0,0,0,new_on,0
34,0,0,0,106,0,0,45,35,151,106,106,106,0,0,0,0,new_on,0
35,2,1,1,107,0,1,46,36,153,107,108,107,0,1,0,0,new_on,0
36,2,0,0,109,0,0,46,36,155,109,109,109,0,0,0,0,new_on,0
37,0,0,0,109,0,0,46,36,155,109,109,109,0,0,0,0,new_on,0
38,2,1,1,111,1,0,46,36,157,110,111,110,0,1,0,0,new_on,0
39,1,2,2,111,2,1,47,37,158,109,111,109,0,2,0,0,new_on,0
40,2,1,1,112,2,1,48,37,160,110,111,110,0,1,0,0,new_on,0
41,1,1,1,113,3,0,48,37,161,110,111,110,0,1,0,0,new_on,0
42,1,0,0,113,2,1,49,37,162,111,111,111,0,0,0,0,new_on,0
43,1,0,0,113,1,1,50,37,163,112,112,112,0,0,0,0,new_on,0
44,2,0,0,114,0,1,51,37,165,114,114,114,0,0,0,0,new_on,0
45,1,1,1,115,1,0,51,37,166,114,115,114,0,1,0,0,new_on,0
46,2,0,0,116,0,1,52,37,168,116,116,116,0,0,0,0,new_on,0
47,2,0,0,118,0,0,52,37,170,118,118,118,0,0,0,0,new_on,0
48,1,0,0,119,0,0,52,37,171,119,119,119,0,0,0,0,new_on,0
49,0,0,0,119,0,0,52,37,171,119,119,119,0,0,0,0,new_on,0
0,84,8,8,80,4,4,4,8,84,76,84,76,0,8,0,0,new_on,1
1,3,3,3,78,2,5,9,11,87,76,79,76,0,3,0,0,new_on,1
2,1,1,1,77,1,2,11,12,88,76,77,76,0,1,0,0,new_on,1
3,3,1,1,79,1,1,12,13,91,78,79,78,0,1,0,0,new_on,1
4,1,1,1,78,0,2,14,13,92,78,79,78,0,1,0,0,new_on,1
5,3,0,0,81,0,0,14,13,95,81,81,81,0,0,0,0,new_on,1
6,0,0,0,81,0,0,14,13,95,81,81,81,0,0,0,0,new_on,1
7,5,1,1,86,1,0,14,13,100,85,86,85,0,1,0,0,new_on,1
8,3,0,0,88,0,1,15,13,103,88,88,88,0,0,0,0,new_on,1
9,3,0,0,91,0,0,15,13,106,91,91,91,0,0,0,0,new_on,1
10,1,0,0,92,0,0,15,13,107,92,92,92,0,0,0,0,new_on,1
11,2,0,0,94,0,0,15,13,109,94,94,94,0,0,0,0,new_on,1
12,1,0,0,95,0,0,15,13,110,95,95,95,0,0,0,0,new_on,1
13,1,0,0,96,0,0,15,13,111,96,96,96,0,0,0,0,new_on,1
14,2,0,0,98,0,0,15,13,113,98,98,98,0,0,0,0,new_on,1
15,3,0,0,101,0,0,15,13,116,101,101,101,0,0,0,0,new_on,1
16,2,1,1,103,1,0,15,13,118,102,103,102,0,1,0,0,new_on,1
17,0,0,0,103,1,0,15,13,118,102,102,102,0,0,0,0,new_on,1
18,2,0,0,105,1,0,15,13,120,104,104,104,0,0,0,0,new_on,1
19,0,0,0,104,0,1,16,13,120,104,104,104,0,0,0,0,new_on,1
20,0,0,0,104,0,0,16,13,120,104,104,104,0,0,0,0,new_on,1
21,0,0,0,104,0,0,16,13,120,104,104,104,0,0,0,0,new_on,1
22,2,1,1,106,1,0,16,13,122,105,106,105,0,1,0,0,new_on,1
23,2,1,1,107,1,1,17,14,124,106,107,106,0,1,0,0,new_on,1
24,2,1,1,107,0,2,19,14,126,107,108,107,0,1,0,0,new_on,1
25,2,0,0,109,0,0,19,14,128,109,109,109,0,0,0,0,new_on,1
26,1,0,0,110,0,0,19,14,129,110,110,110,0,0,0,0,new_on,1
27,1,0,0,111,0,0,19,14,130,111,111,111,0,0,0,0,new_on,1
28,0,0,0,111,0,0,19,14,130,111,111,111,0,0,0,0,new_on,1
29,2,2,2,112,1,1,20,14,132,111,113,111,0,2,0,0,new_on,1
30,3,1,1,114,1,1,21,14,135,113,114,113,0,1,0,0,new_on,1
31,2,1,1,115,1,1,22,15,137,114,115,114,0,1,0,0,new_on,1
32,0,0,0,115,1,0,22,15,137,114,114,114,0,0,0,0,new_on,1
33,2,2,2,117,3,0,22,15,139,114,116,114,0,2,0,0,new_on,1
34,1,4,4,114,3,4,26,17,140,111,115,111,0,4,0,0,new_on,1
35,4,4,4,112,1,6,32,20,144,111,115,111,0,4,0,0,new_on,1
36,1,1,1,111,0,2,34,21,145,111,112,111,0,1,0,0,new_on,1
37,1,0,0,112,0,0,34,21,146,112,112,112,0,0,0,0,new_on,1
38,1,0,0,113,0,0,34,21,147,113,113,113,0,0,0,0,new_on,1
39,0,0,0,113,0,0,34,21,147,113,113,113,0,0,0,0,new_on,1
40,2,1,1,114,0,1,35,22,149,114,115,114,0,1,0,0,new_on,1
41,1,1,1,115,1,0,35,22,150,114,115,114,0,1,0,0,new_on,1
42,2,1,1,116,1,1,36,23,152,115,116,115,0,1,0,0,new_on,1
43,1,0,0,116,0,1,37,23,153,116,116,116,0,0,0,0,new_on,1
44,0,0,0,116,0,0,37,23,153,116,116,116,0,0,0,0,new_on,1
45,0,0,0,116,0,0,37,23,153,116,116,116,0,0,0,0,new_on,1
46,2,0,0,118,0,0,37,23,155,118,118,118,0,0,0,0,new_on,1
47,2,1,1,119,0,1,38,24,157,119,120,119,0,1,0,0,new_on,1
48,1,0,0,120,0,0,38,24,158,120,120,120,0,0,0,0,new_on,1
49,0,0,0,120,0,0,38,24,158,120,120,120,0,0,0,0,new_on,1
0,92,10,10,85,3,7,7,10,92,82,92,82,0,10,0,0,new_on,2
1,1,8,8,81,6,5,12,18,93,75,83,75,0,8,0,0,new_on,2
2,5,7,7,77,4,9,21,23,98,73,80,73,0,7,0,0,new_on,2
3,1,3,3,76,5,2,23,26,99,71,74,71,0,3,0,0,new_on,2
4,1,1,1,74,3,3,26,27,100,71,72,71,0,1,0,0,new_on,2
5,0,0,0,71,0,3,29,27,100,71,71,71,0,0,0,0,new_on,2
6,6,0,0,77,0,0,29,27,106,77,77,77,0,0,0,0,new_on,2
7,4,1,1,80,0,1,30,27,110,80,81,80,0,1,0,0,new_on,2
8,2,0,0,82,0,0,30,27,112,82,82,82,0,0,0,0,new_on,2
9,3,0,0,85,0,0,30,27,115,85,85,85,0,0,0,0,new_on,2
10,5,1,1,89,0,1,31,27,120,89,90,89,0,1,0,0,new_on,2
11,4,2,2,92,1,1,32,28,124,91,93,91,0,2,0,0,new_on,2
12,4,1,1,94,0,2,34,29,128,94,95,94,0,1,0,0,new_on,2
13,4,1,1,97,0,1,35,29,132,97,98,97,0,1,0,0,new_on,2
14,1,0,0,98,0,0,35,29,133,98,98,98,0,0,0,0,new_on,2
15,1,1,1,99,1,0,35,29,134,98,99,98,0,1,0,0,new_on,2
16,1,1,1,99,1,1,36,29,135,98,99,98,0,1,0,0,new_on,2
17,0,0,0,98,0,1,37,29,135,98,98,98,0,0,0,0,new_on,2
18,1,0,0,99,0,0,37,29,136,99,99,99,0,0,0,0,new_on,2
19,0,0,0,99,0,0,37,29,136,99,99,99,0,0,0,0,new_on,2
20,1,0,0,100,0,0,37,29,137,100,100,100,0,0,0,0,new_on,2
21,0,0,0,100,0,0,37,29,137,100,100,100,0,0,0,0,new_on,2
22,4,1,1,103,0,1,38,30,141,103,104,103,0,1,0,0,new_on,2
23,2,1,1,105,1,0,38,30,143,104,105,104,0,1,0,0,new_on,2
24,0,3,3,103,2,2,40,33,143,101,104,101,0,3,0,0,new_on,2
25,1,3,3,102,3,2,42,35,144,99,102,99,0,3,0,0,new_on,2
26,3,0,0,102,0,3,45,35,147,102,102,102,0,0,0,0,new_on,2
27,1,0,0,103,0,0,45,35,148,103,103,103,0,0,0,0,new_on,2
28,0,0,0,103,0,0,45,35,148,103,103,103,0,0,0,0,new_on,2
29,1,0,0,104,0,0,45,35,149,104,104,104,0,0,0,0,new_on,2
30,2,1,1,106,1,0,45,35,151,105,106,105,0,1,0,0,new_on,2
31,0,1,1,105,1,1,46,36,151,104,105,104,0,1,0,0,new_on,2
32,1,1,1,104,0,2,48,37,152,104,105,104,0,1,0,0,new_on,2
33,0,0,0,104,0,0,48,37,152,104,104,104,0,0,0,0,new_on,2
34,1,0,0,105,0,0,48,37,153,105,105,105,0,0,0,0,new_on,2
35,0,0,0,105,0,0,48,37,153,105,105,105,0,0,0,0,new_on,2
36,1,1,1,105,0,1,49,37,154,105,106,105,0,1,0,0,new_on,2
