scenario,population,metric,comparison,n,mean,low,high
domestic_tight,all,resolved,late_minus_early,20,-0.23802266043365247,-0.2704030455513139,-0.2004795501578192
domestic_tight,all,customer_minus_domestic,early_level,20,-0.25485547312162077,-0.31987678124361757,-0.18711599545981009
domestic_tight,all,customer_minus_domestic,late_level,20,-0.2880636220668257,-0.34043078760477613,-0.2391283904927282
domestic_tight,all,customer_minus_domestic,late_minus_early,20,-0.03320814894520489,-0.114270085377124,0.04389609540853826
domestic_tight,both_reachable,domestic_use,early_level,20,0.7239561591771497,0.6827599922157794,0.7617970068197137
domestic_tight,both_reachable,domestic_use,late_level,20,0.7762226608272034,0.7353846871662161,0.8094801199236509
domestic_tight,both_reachable,domestic_use,late_minus_early,20,0.05226650165005353,0.0032156527053091607,0.10085598857150764
domestic_tight,both_reachable,customer_use,early_level,20,0.7139696132809337,0.6745065310599789,0.7525624636202741
domestic_tight,both_reachable,customer_use,late_level,20,0.7212375561574096,0.6770117578413117,0.7688246333617385
domestic_tight,both_reachable,customer_use,late_minus_early,20,0.007267942876476019,-0.060323978315037066,0.06986103579311648
domestic_tight,both_reachable,first_d,early_level,20,0.4987436319394661,0.45930513773919857,0.5401791236385985
domestic_tight,both_reachable,first_d,late_level,20,0.5679079868017427,0.5157337967263801,0.6207239799557652
domestic_tight,both_reachable,first_d,late_minus_early,20,0.06916435486227654,-0.00856212795357315,0.14107111291518767
domestic_tight,both_reachable,first_e,early_level,20,0.4627738149335843,0.4212558145139247,0.5066473229016674
domestic_tight,both_reachable,first_e,late_level,20,0.3903955936128761,0.3451134959376495,0.4421994433330228
domestic_tight,both_reachable,first_e,late_minus_early,20,-0.07237822132070822,-0.14019387942928474,0.0012699071121014724
domestic_tight,both_reachable,first_both,early_level,20,0.010360704110704107,0.003472222222222221,0.017840036121286113
domestic_tight,both_reachable,first_both,late_level,20,0.012547070291635504,0.0021739130434782596,0.02529176904176903
domestic_tight,both_reachable,first_both,late_minus_early,20,0.002186366180931398,-0.010163114657000526,0.015906600108366403
