scenario,contrast,metric,n,mean,low,high
none_r0.0_f1,shock_difference_in_changes,mean_prevention,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,knowledge_share,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_before,cases,20,-7.85,-11.3,-4.45
none_r0.6_f0,late_minus_early_after,cases,20,-0.35,-4.05125,3.651249999999993
none_r0.6_f0,late_minus_before,customer_users,20,-3.55,-5.75,-1.298750000000007
none_r0.6_f0,late_minus_early_after,customer_users,20,0.15,-2.6512499999999997,2.9
none_r0.6_f0,late_minus_before,customer_employees,20,-2.55,-4.85,-0.25
none_r0.6_f0,late_minus_early_after,customer_employees,20,0.6,-1.85,3.05
none_r0.6_f0,late_minus_before,domestic_use,20,0.008663250903095065,-0.021584816436324667,0.038257480832096936
none_r0.6_f0,late_minus_early_after,domestic_use,20,-0.009548612269825008,-0.04308663110581101,0.026245802681933123
none_r0.6_f0,late_minus_before,customer_use,20,0.006424617698878632,-0.02426758819639958,0.038944304489109384
none_r0.6_f0,late_minus_early_after,customer_use,20,-0.0007798710563719974,-0.05279876404447004,0.05055332991220116
none_r0.6_f0,late_minus_before,both_use,20,0.010610112340159145,-0.017269399851331347,0.04073891071655995
none_r0.6_f0,late_minus_early_after,both_use,20,-0.014191254313499971,-0.052968861130814664,0.026270043634342478
none_r0.6_f0,late_minus_before,first_customer,20,0.006958276638108313,-0.033898151353984676,0.04619618599728913
none_r0.6_f0,late_minus_early_after,first_customer,20,0.01655831778057972,-0.03202302716477225,0.06000238956572628
none_r0.6_f0,late_minus_before,d_to_e,20,-0.00132129613881211,-0.03454128311467939,0.029174015859447736
none_r0.6_f0,late_minus_early_after,d_to_e,20,-0.01759883455131902,-0.04136277500436224,0.0059734701734198035
none_r0.6_f0,late_minus_before,resolved,20,-0.01520087209497414,-0.06608746901739736,0.04231571676989138
none_r0.6_f0,late_minus_early_after,resolved,20,-2.094487698655334e-05,-0.05724311269534783,0.05937648101570273
none_r0.6_f0,late_minus_before,unresolved,20,0.015200872094974175,-0.042315716769891334,0.0660874690173974
none_r0.6_f0,late_minus_early_after,unresolved,20,2.094487698654224e-05,-0.05937648101570281,0.0572431126953478
none_r0.6_f0,late_minus_before,potential,20,-0.75,-4.4,3.05
none_r0.6_f0,late_minus_early_after,potential,20,-1.6,-6.7,3.6
none_r0.6_f0,late_minus_before,blocked,20,7.1,4.25,9.851249999999993
none_r0.6_f0,late_minus_early_after,blocked,20,-1.25,-4.85,1.9
none_r0.6_f0,late_minus_before,prevented,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,prevented,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_before,mean_prevention,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,mean_prevention,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_before,knowledge_share,20,0.0,0.0,0.0
none_r0.6_f0,late_minus_early_after,knowledge_share,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,cases,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_users,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_employees,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,domestic_use,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,customer_use,20,0.0,0.0,0.0
none_r0.6_f0,shock_difference_in_changes,both_use,20,0.0,0.0,0.0
