axis,level,mode,period,population,metric,mean,low,high,n
delay,0.0,disabled,late,both_reachable,customer_use,0.669784032954213,0.6353612078318138,0.7064780997480047,20
delay,0.0,disabled,late,both_reachable,first_d,0.5378360869185699,0.49946115678057296,0.5749476556914962,20
delay,0.0,disabled,late,both_reachable,first_e,0.43252775163820345,0.3899378992287829,0.47261730260384127,20
delay,0.0,disabled,late,both_reachable,first_both,0.01702065295815295,0.006190228174603174,0.02992116477272726,20
delay,0.0,disabled,late,both_reachable,neither,0.012615508485073696,0.0035897435897435854,0.024612659482224672,20
delay,0.0,disabled,late,both_reachable,d_to_e,0.2202356283578565,0.1859725136982249,0.25790102573090157,20
delay,0.0,disabled,late,both_reachable,e_to_d,0.19809975527904863,0.16254236306474903,0.231077479212256,20
delay,0.0,disabled,late,both_reachable,both_use,0.4353560365950583,0.39212156629863176,0.47647851963882626,20
delay,0.0,disabled,late,both_reachable,resolved,0.47639328723635865,0.43740071045123535,0.5151343100504544,20
delay,0.0,disabled,late,both_reachable,unresolved,0.5236067127636413,0.48486568994954554,0.5625992895487646,20
delay,0.0,disabled,late,both_reachable,customer_route_success,0.2559821694501111,0.21976397893111912,0.29587168544819475,20
delay,0.0,disabled,late,both_reachable,customer_only_resolution,0.2559821694501111,0.21976397893111912,0.29587168544819475,20
delay,0.0,disabled,late,both_reachable,joint_resolution,0.0,0.0,0.0,20
delay,0.0,disabled,late,both_reachable,customer_user_any_resolution,0.3916734648414715,0.3524559773586102,0.4315718733575644,20
delay,0.0,disabled,late,both_reachable,customer_unresolved,0.6083265351585284,0.5684281266424356,0.6475440226413897,20
delay,0.0,disabled,late,both_reachable,material_at_review,0.030957070707070693,0.014074116161616152,0.050212121212121194,20
delay,0.0,disabled,late,both_reachable,standardized_no_material_score,0.24632974369107816,0.24110564454738478,0.2518719470878175,20
delay,0.0,disabled,late,both_reachable,mechanical_material_increment,0.0,0.0,0.0,20
delay,0.0,disabled,late,both_reachable,mean_customer_merit,0.6014065418001777,0.5765684370901617,0.6272282792033034,20
delay,0.0,disabled,late,both_reachable,mean_customer_dependence,0.49808819263222076,0.4899331358041138,0.506852061790446,20
delay,0.0,full,early,all,domestic_use,0.7807114700044614,0.7489480750449677,0.8132411870435953,20
delay,0.0,full,early,all,customer_use,0.5074580657717067,0.4724398464347919,0.5459057064756916,20
delay,0.0,full,early,all,first_d,0.5892471032878162,0.5555937655317175,0.6213515787590488,20
delay,0.0,full,early,all,first_e,0.3513815219259483,0.3105790215516614,0.39484269887781537,20
delay,0.0,full,early,all,first_both,0.00914887613976385,0.002821939586645465,0.01608908288251904,20
delay,0.0,full,early,all,neither,0.05022249864647164,0.030300945909641046,0.07184284285622414,20
delay,0.0,full,early,all,d_to_e,0.1469276677059946,0.12626327237215842,0.16762416144647227,20
delay,0.0,full,early,all,e_to_d,0.1823154905768812,0.1584571344415022,0.20908558056988105,20
delay,0.0,full,early,all,both_use,0.33839203442263976,0.30992632361626965,0.36993451852516473,20
delay,0.0,full,early,all,resolved,0.4133435294456337,0.3800451597265709,0.4448068702703083,20
delay,0.0,full,early,all,unresolved,0.5866564705543663,0.5551931297296917,0.6199548402734292,20
delay,0.0,full,early,all,customer_route_success,0.2563417372269673,0.20872801077402764,0.3021194234824155,20
delay,0.0,full,early,all,customer_only_resolution,0.2563417372269673,0.20872801077402764,0.3021194234824155,20
delay,0.0,full,early,all,joint_resolution,0.0,0.0,0.0,20
delay,0.0,full,early,all,customer_user_any_resolution,0.4045770958898567,0.3562461813707523,0.4483935195827863,20
