time,employee,initial_dispute,informed,prior_d,p_d,p_e,success_d,failure_d,has_dispute,case_id,first_unsubmitted
0,20,False,False,0.4795092762977207,0.47950927629772067,0.4718195611743685,0.0,0.0,False,,False
0,21,True,False,0.37033345407654616,0.3703334540765461,0.43207319627694624,0.0,0.0,True,21:0,True
0,22,False,False,0.3849099051021683,0.3849099051021683,0.48382851322678777,0.0,0.0,False,,False
0,23,False,False,0.30456311745256526,0.30456311745256526,0.5499531516909228,0.0,0.0,False,,False
0,24,True,False,0.5284423983588717,0.5284423983588717,0.5335729502393609,0.0,0.0,True,24:0,True
0,25,False,False,0.34455800528695235,0.34455800528695235,0.5725955588746616,0.0,0.0,False,,False
0,26,False,False,0.3707695329771381,0.37076953297713805,0.6159689494790883,0.0,0.0,False,,False
0,27,False,False,0.5525893067107659,0.5525893067107659,0.6392206064589001,0.0,0.0,False,,False
0,28,False,False,0.5415047507093064,0.5415047507093064,0.6127124022570802,0.0,0.0,False,,False
0,29,False,False,0.4498161470086547,0.4498161470086547,0.33490695620870736,0.0,0.0,False,,False
0,30,True,False,0.4713152525564188,0.4713152525564188,0.48946698833342217,0.0,0.0,True,30:0,True
0,31,False,False,0.499231730984955,0.49923173098495494,0.5962232349389468,0.0,0.0,False,,False
0,32,False,False,0.39954422228146735,0.3995442222814673,0.5091285244229335,0.0,0.0,False,,False
0,33,False,False,0.4348180534584407,0.4348180534584407,0.551886192488539,0.0,0.0,False,,False
0,34,False,False,0.31661037504879896,0.31661037504879896,0.27330955242992494,0.0,0.0,False,,False
0,35,False,False,0.42861481296753934,0.42861481296753934,0.3808624764596319,0.0,0.0,False,,False
0,36,False,False,0.42525345030401457,0.4252534503040145,0.41052975437029443,0.0,0.0,False,,False
0,37,True,False,0.5166398133866088,0.5166398133866088,0.6048095714434447,0.0,0.0,True,37:0,True
0,38,False,False,0.38239161731187754,0.38239161731187754,0.28853028502074873,0.0,0.0,False,,False
0,39,True,False,0.28945770070522636,0.28945770070522636,0.45942743266519215,0.0,0.0,True,39:0,True
0,40,False,False,0.3641009921009626,0.3641009921009626,0.6093373293384592,0.0,0.0,False,,False
0,41,False,False,0.357974726607252,0.35797472660725194,0.5833518541665612,0.0,0.0,False,,False
0,42,True,False,0.22466259977595562,0.2246625997759556,0.43924046267399164,0.0,0.0,True,42:0,True
0,43,False,False,0.5898592809140426,0.5898592809140426,0.2736964333143518,0.0,0.0,False,,False
0,44,False,False,0.4668701026686099,0.4668701026686099,0.3745185335633857,0.0,0.0,False,,False
0,45,False,False,0.5427854347063236,0.5427854347063236,0.4698376893113625,0.0,0.0,False,,False
0,46,False,False,0.3224714799644148,0.3224714799644148,0.6596503611583785,0.0,0.0,False,,False
0,47,False,False,0.3788126185859156,0.37881261858591553,0.3802605378986358,0.0,0.0,False,,False
0,48,False,False,0.5651302970285246,0.5651302970285246,0.45057890350500324,0.0,0.0,False,,False
0,49,True,False,0.40122202368757226,0.40122202368757226,0.6085239383184402,0.0,0.0,True,49:0,True
0,50,False,False,0.2487471694008642,0.24874716940086417,0.28772933443180404,0.0,0.0,False,,False
0,51,False,False,0.5616677653507353,0.5616677653507353,0.5503058279271114,0.0,0.0,False,,False
0,52,True,False,0.5475190938505968,0.5475190938505968,0.424566771177051,0.0,0.0,True,52:0,True
0,53,False,False,0.3196442006922833,0.3196442006922833,0.5821887454335208,0.0,0.0,False,,False
0,54,False,False,0.22049733782908745,0.22049733782908745,0.5523253568294493,0.0,0.0,False,,False
0,55,False,False,0.4070700265220594,0.40707002652205937,0.33948352925498304,0.0,0.0,False,,False
0,56,False,False,0.30574358589249045,0.3057435858924904,0.4561228352389788,0.0,0.0,False,,False
0,57,False,False,0.2774812585006399,0.2774812585006399,0.5332006780167822,0.0,0.0,False,,False
